# schema=seizure_ossm_hessian.v1
# seq_len=8
# input_dim=8
# feature_layout=flat
# label_space=baseline_interictal_ictal_pre_post
# label_encoding=0:baseline,1:interictal,2:ictal,3:pre_ictal,4:post_ictal
subject_id	label	site	f0	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63
chb02_chb02_16_pre_ictal_10	3	chb02	2.57090326	-0.59236781	0.37114309	1.12844880	2.61405335	-0.56098112	0.92445056	-0.87025717	2.37233160	-0.87859316	0.23219385	-0.69677906	2.52049130	-0.59012660	0.61386715	-0.35376325	2.45466619	-1.53757711	0.15464078	-0.44244403	2.25950240	-0.40796732	0.62040575	-0.48062140	2.48856867	-2.51606843	0.23219385	0.64222007	2.09699989	-0.05093512	0.74136981	-0.65278604	2.48856867	-0.86528035	0.17402905	-0.42748314	2.15116739	-0.14565795	0.75771631	-0.76152161	2.71619960	-0.37270649	0.28712727	0.44024813	1.52577891	-0.00721689	0.95714355	-0.98805403	2.24156490	0.35284150	0.24188798	0.59733742	1.98866487	-0.35696272	0.88848827	-1.02429922	2.32874270	0.11986738	0.08678185	-0.10582413	2.22503217	-0.61927209	0.69559963	-1.06054440
chb02_chb02_16_pre_ictal_11	3	chb02	2.35295876	-2.48278642	0.06416220	-0.13574590	2.15609171	-0.44439917	0.64329084	-0.93368625	1.47633753	-3.27489844	0.01892292	1.65956019	1.93942169	-0.21123529	0.42751711	-0.61654086	1.61679066	-2.53603764	-0.08124979	0.76938758	1.96896760	-0.23309440	0.40790132	-1.02429922	1.33588441	-1.15816211	-0.12325770	0.29063929	1.76707053	-0.45897192	0.39155482	-0.96087014	1.44243506	-0.03988631	-0.21696766	0.46268946	1.73260030	-0.47354466	0.19866618	-0.72527642	1.40853258	1.18489194	-0.27190108	-0.48732668	1.63411392	-0.71399491	0.16924249	-0.74339901	1.36010047	1.74402984	-0.33976001	-0.14322635	1.44698981	-0.62655846	0.14308809	-0.72527642	1.20511771	-0.62564982	-0.26220695	-0.09086325	1.38789799	-0.36424909	0.14962669	-0.54405048
chb02_chb02_16_pre_ictal_12	3	chb02	1.05013495	-2.12334062	-0.30744624	-1.38497972	1.26479002	-0.32781723	0.18558898	-0.60747956	0.92421146	-2.53603764	-0.40438757	-0.82394657	1.19584956	-0.25495352	0.16924249	-0.72527642	0.90968183	-1.76389483	-0.46901512	0.28315885	1.15153069	-0.16023069	0.13001090	-0.67090864	0.96295715	-0.18632719	-0.52717992	1.05364438	0.95948226	-0.29138538	0.01558543	-0.65278604	0.85640650	0.61909764	-0.57888197	3.05840285	0.74281223	-0.08008061	-0.03999265	-0.63466345	0.64330521	1.50439932	-0.61442712	0.78434847	0.67387177	-0.11651246	-0.14461022	-0.60747956	0.72079659	-0.59236781	-0.55949370	-0.42000270	0.81667701	-0.04364875	-0.16749531	-0.27221158	0.68205090	-1.47101307	-0.54333681	-1.23537088	0.80682838	0.18951513	-0.20672690	-0.01849526
chb02_chb02_16_pre_ictal_13	3	chb02	0.64330521	-1.09825448	-0.61119575	-1.34757751	0.73788791	0.35710168	-0.20345760	0.10836289	0.68205090	-0.42595772	-0.58211335	-0.92867276	0.69356904	0.43725176	-0.13480232	0.17179197	0.66752127	-0.07982473	-0.56918783	-1.07828160	0.69849336	0.57569282	-0.10864793	0.27146624	0.53191135	-0.11310675	-0.62735263	0.36544371	0.43258015	0.73599299	-0.16095671	0.18991456	0.39145823	1.06507668	-0.60150161	-0.05346104	0.39318560	0.79428396	-0.18711111	0.21709846	0.39630144	0.03999053	-0.65320366	1.21073366	0.34886673	0.96915687	-0.30153657	0.29865013	0.32849648	0.71228729	-0.75014499	2.59461544	0.12234807	0.88900679	-0.42576993	0.25334364	0.29943722	0.18643141	-0.77599601	1.24813587	0.13712103	0.81614307	-0.45846292	0.18085327
chb02_chb02_16_pre_ictal_14	3	chb02	0.17351373	-0.57239859	-0.82446668	1.19577278	-0.05000308	0.77242484	-0.54346470	0.33489531	0.21710263	0.61244124	-0.86970597	0.55993521	-0.12386787	0.72870662	-0.57942699	0.41644699	-0.00084188	0.29959027	-0.85354908	0.43276769	-0.24205152	0.66312927	-0.59904278	0.45269217	-0.08801968	0.46600036	-0.90848250	-0.03101971	-0.34053789	0.67041564	-0.64154367	0.50705996	-0.07349004	-0.55242938	-0.94725903	-1.13064469	-0.41440267	0.81614307	-0.66769806	0.50705996	-0.14613821	-0.40598851	-0.96018454	-1.22789044	-0.45872154	0.77242484	-0.66115946	0.52518255	-0.40282840	-1.13153649	-0.93756490	-0.49480712	-0.54735928	0.84528856	-0.72654544	0.54330514	-0.40282840	0.33287229	-0.98280419	-0.28535474	-0.70001316	0.82342944	-0.77231563	0.64297941
chb02_chb02_16_pre_ictal_15	3	chb02	-0.41251483	2.09016283	-0.98926694	1.98121919	-0.72463475	0.80885670	-0.81808582	0.76077627	-0.55781116	0.48596957	-0.99896108	1.95877787	-0.74925635	0.84528856	-0.86712530	0.75171497	-0.50453584	-0.00660429	-1.03450623	1.32294029	-0.76402930	0.84528856	-0.87366390	0.80608275	-0.47547657	-0.19964000	-1.05712588	0.84419200	-0.74433203	1.00558873	-0.90962619	0.95106350	-0.53359511	-0.33276807	-1.06682001	0.42528725	-0.71478611	1.12945704	-0.90308759	0.96918610	-0.58687043	0.13318018	-1.04096899	-0.39008093	-0.84774272	1.07845244	-0.91943408	0.97824739	-0.56265437	1.67080940	-0.97311005	0.50009167	-0.91668318	1.22417987	-0.91616479	1.13228944	-0.54812474	1.31136361	-0.98280419	0.44772858	-1.00039660	1.18046164	-0.92924198	0.96918610
chb02_chb02_16_pre_ictal_16	3	chb02	-0.73216676	-0.71218307	-0.93433352	0.76938758	-1.17274776	1.00558873	-0.95212708	0.86045053	-0.85809026	-1.16481851	-0.92463939	0.30560018	-1.26138549	1.15860253	-0.92597268	0.96918610	-0.91620879	-1.25135176	-0.91171388	0.44772858	-1.24661254	1.06387970	-0.88674109	0.94200220	-1.07603476	0.32621589	-0.92463939	0.21583487	-1.25153686	1.00558873	-0.86385600	0.97824739	-1.14868293	1.95703476	-0.86970597	-0.10582413	-1.26630981	0.90357953	-0.78212353	1.16853463	-1.08572118	1.69077862	-0.81477254	-0.80898569	-1.15797480	0.94001139	-0.65462086	1.25008630	-1.16805577	1.32467642	-0.80507841	-1.07828160	-1.16782344	0.89629316	-0.66115946	1.24102500	-1.15352614	-1.30460299	-0.77922739	-0.78654436	-1.20229367	0.83800219	-0.63173577	1.15947333
chb02_chb02_16_pre_ictal_17	3	chb02	-1.21648788	-1.98355615	-0.70490570	-0.17314811	-1.14812616	0.94001139	-0.60885068	1.13228944	-1.18742862	-1.22472614	-0.73398810	0.53749388	-1.20229367	0.78699759	-0.63827437	0.94200220	-1.23586073	-0.08648113	-0.64027815	0.94891819	-1.15305048	0.72142024	-0.56961909	0.77889886	-1.23586073	1.38458405	-0.54333681	0.63473963	-1.10873161	0.71413387	-0.45519362	0.78796016	-1.27460642	0.77885133	-0.50132890	-0.89127055	-1.13827753	0.72870662	-0.41596204	0.79702145	-1.39084349	0.49928238	-0.45608961	0.18591310	-1.15305048	0.83800219	-0.39634624	0.82420535	-1.36178422	-0.29948605	-0.49486615	-0.84638790	-1.21706663	0.77971122	-0.46173222	0.89669572	-1.41505954	-0.30614245	-0.43346997	-1.06332072	-1.28108277	0.91086590	-0.42250063	1.02355388
chb02_chb02_16_pre_ictal_18	3	chb02	-1.49255092	-0.66558824	-0.40115619	1.15837057	-1.27123413	0.84528856	-0.35384536	1.19571852	-1.50223734	-0.33276807	-0.26866970	-0.24047209	-1.30570436	0.99101599	-0.32442166	1.23196370	-1.55066945	-0.18632719	-0.19111664	-0.82394657	-1.45835824	0.96187050	-0.38980764	1.17759592	-1.62331762	-0.12641956	-0.14587735	-0.61449419	-1.62578508	0.81614307	-0.51404101	1.11416685	-1.56035588	-0.10645035	-0.15880286	-0.65189640	-1.64548236	0.69956113	-0.65135157	0.81514405	-1.59425836	0.87204098	-0.25574419	0.04378471	-1.74396873	0.42267902	-0.70692965	0.61579552	-1.55066945	0.42606194	-0.29775210	0.82923112	-1.57161757	0.42996539	-0.48134802	0.66110200	-1.55066945	0.13318018	-0.38823068	1.18829234	-1.42388801	0.56840645	-0.32769096	0.57048903
chb02_chb02_16_pre_ictal_19	3	chb02	-1.51676698	-0.12641956	-0.45932099	0.61977874	-1.40911506	0.56840645	-0.28845938	0.50705996	-1.55551267	-0.55908579	-0.65643503	-0.26291342	-1.60116349	0.51011547	-0.33422956	0.63391811	-1.61847441	-0.61899342	-0.70167432	-0.17314811	-1.75381737	0.44453813	-0.48788661	0.72453108	-1.66206331	-0.88524956	-0.77599601	0.81427024	-1.91631989	0.42996539	-0.55327260	0.73359238	-1.63300404	-0.67890105	-0.83739219	1.38278383	-2.00495762	0.43725176	-0.49769451	0.82420535	-1.64753368	0.23968264	-0.85031770	1.89145389	-1.92616852	0.55383370	-0.44538573	0.78796016	-1.68143616	0.45934396	-0.86970597	1.36034250	-2.02957922	0.51740185	-0.37346115	0.62485681	-1.72986827	0.11321097	-0.98280419	1.96625831	-2.03450354	0.57569282	-0.41269274	0.59767292
chb02_chb02_16_pre_ictal_20	3	chb02	-1.88000782	0.51259519	-1.12821619	2.22807378	-2.17238446	0.55383370	-0.51731031	0.62485681	-2.01077452	-0.19298359	-1.18638099	2.48240881	-2.33981130	0.56840645	-0.60558138	0.46175347	-2.01077452	-1.03834684	-1.31240472	2.99107887	-2.31026539	0.62669742	-0.64808227	0.46175347	-2.05436342	-0.07982473	-1.39642054	2.04106273	-2.32503834	0.69956113	-0.67096736	0.47081477	-2.10763874	0.91863580	-1.44165983	1.11348792	-2.44322199	0.62669742	-0.71673755	0.38926310	-2.25293508	0.43271834	-1.48043636	0.34300239	-2.49246518	0.57569282	-0.76577703	0.37114050	-2.38370178	0.73891291	-1.47397360	0.75442670	-2.43829767	0.61212467	-0.75596913	0.46175347	-2.32558324	1.09170230	-1.48366774	1.33790118	-2.46784359	0.51740185	-0.70692965	0.52518255
chb02_chb02_16_pre_ictal_21	3	chb02	-2.31105361	0.36615431	-1.51921289	1.48002958	-2.48754086	0.51740185	-0.68731385	0.60673422	-2.24809186	0.98519984	-1.57737769	1.79420814	-2.51216245	0.43725176	-0.71019895	0.69734719	-2.31589682	2.58939310	-1.67755040	2.38516306	-2.69436225	0.31338345	-0.79520072	0.72453108	-2.41276105	2.11013204	-1.71309556	2.22059334	-2.77315135	0.18951513	-0.85077881	0.52518255	-2.52899811	-0.23292201	-1.75510347	2.10090627	-2.72883248	0.24051973	-0.83116301	0.54330514	-2.63070555	-0.52580377	-1.74217796	1.44262737	-2.68943793	0.16036965	-0.78866212	0.49799866	-2.61617591	-1.64407957	-1.81649965	1.42018604	-2.79777294	0.19680151	-0.81808582	0.52518255	-2.61617591	-1.77055123	-1.80034276	1.03868350	-2.79284862	0.18222876	-0.73308404	0.61579552
chb02_chb02_16_pre_ictal_22	3	chb02	-2.58711665	-1.62411036	-1.78095449	1.59223621	-2.92088091	0.10207868	-0.81154722	0.54330514	-2.63070555	-1.58417194	-1.75833485	2.42256527	-2.95042682	0.10207868	-0.81481652	0.49799866	-2.59195986	-0.53911658	-1.75187209	1.83909079	-2.84701613	-0.11651246	-0.70692965	0.39832439	-2.60164628	-0.67890105	-1.77772311	0.47765034	-2.85194045	-0.43711280	-0.71019895	0.39832439	-2.70819693	0.09324176	-1.80680551	-0.02353927	-2.89625932	-0.45897192	-0.70366035	0.53424385	-2.68398087	1.13164072	-1.82942516	0.32804150	-2.87656204	-0.65570394	-0.67750596	0.58861163	-2.64523518	0.93860501	-1.82296240	0.73946581	-2.92580523	-0.83057686	-0.77558493	0.49799866	-2.65976482	-1.18478772	-1.70663280	2.30287820	-2.94550250	-0.56826749	-0.82789371	0.40738569
chb02_chb02_16_pre_ictal_23	3	chb02	-2.62586234	-1.81048966	-1.59353458	3.01352019	-2.89625932	-0.50269015	-0.83116301	0.26240494	-2.57258701	-1.72395641	-1.44812258	1.72688416	-2.82239453	-0.50269015	-0.78212353	0.17179197	-2.46119316	-1.49098229	-1.29624783	1.25561632	-2.76822703	-0.21852166	-0.67750596	0.27146624	-2.34011288	-0.93184439	-1.20253787	0.42528725	-2.74360543	-0.15294432	-0.58269629	0.42550828	-2.22387581	2.28985494	-1.06358863	-0.18810900	-2.72390816	-0.29867175	-0.54673400	0.36207921	-1.96234241	2.82236722	-0.97634143	0.28315885	-2.61064883	-0.40068095	-0.45519362	0.48893736	-1.80735965	-0.00660429	-0.85354908	0.54497432	-2.50231382	-0.33510360	-0.44211643	0.43456958	-1.72502506	1.01848186	-0.78569014	2.45248704	-2.36935721	-0.23309440	-0.46173222	0.35301791
chb02_chb02_16_pre_ictal_24	3	chb02	-1.54582624	-1.11822369	-0.72752534	2.43004571	-2.21670333	-0.06550786	-0.46500152	0.22615975	-1.44896202	-1.98355615	-0.70167432	1.77176682	-2.18223310	0.19680151	-0.52384890	0.16273067	-1.44896202	-0.13307596	-0.61442712	1.90641477	-2.27087084	0.26966522	-0.55981119	0.06305641	-1.53129661	0.15314939	-0.61119575	0.35048283	-2.25117356	0.10207868	-0.54346470	-0.00037267	-1.52161019	0.26630825	-0.56918783	-0.58457243	-2.17238446	0.10936505	-0.47480942	0.12648549	-1.53129661	-0.01326070	-0.54656819	0.47765034	-2.12314127	0.10936505	-0.49115591	0.23522105	-1.51676698	-0.17301438	-0.57888197	0.16347178	-2.05420081	0.05836045	-0.49769451	0.22615975	-1.46349165	-0.15970157	-0.61119575	0.28315885	-1.98526035	0.01464222	-0.52384890	0.22615975
chb02_chb02_16_pre_ictal_25	3	chb02	-1.45380523	-0.14638877	-0.56918783	-0.00857839	-2.03942785	-0.08736698	-0.55327260	0.07211771	-1.61847441	0.30624668	-0.52394855	-0.31527651	-2.07389809	-0.18208981	-0.51077171	-0.02755656	-1.79767322	-0.21295280	-0.50779166	-0.59953331	-2.06897377	-0.18937618	-0.48461732	-0.16347601	-1.86063497	0.45934396	-0.49809752	-0.50976800	-2.06404945	-0.14565795	-0.44211643	-0.11816953	-1.99140167	0.08658536	-0.40761895	0.04378471	-2.03450354	-0.19666255	-0.40615414	-0.00037267	-1.99624488	0.20640062	-0.45285824	0.17095222	-1.98033603	-0.07279423	-0.42250063	0.01774992	-1.89938066	0.17977501	-0.38176792	0.69458316	-1.85722806	-0.00721689	-0.37346115	0.02681122	-1.92843993	0.57915922	-0.27836384	1.12096836	-1.81290919	-0.05093512	-0.33096026	0.05399511
chb02_chb02_16_pre_ictal_26	3	chb02	-1.89938066	-0.23292201	-0.30098348	-0.00109795	-1.73412009	0.06564682	-0.30153657	0.03587252	-1.85579176	-0.47255254	-0.30421486	-0.50228756	-1.63563372	0.20408788	-0.26884358	0.10836289	-1.74439790	0.56584641	-0.32683450	-0.24047209	-1.59623917	0.19680151	-0.25249709	0.30771142	-1.66206331	-0.48586535	-0.28805797	0.11110868	-1.51745007	0.35710168	-0.20018830	0.36207921	-1.53129661	0.02667773	-0.33652864	0.94143775	-1.48790416	0.33524256	-0.20672690	0.29865013	-1.56519909	2.50951625	-0.25251281	2.00366052	-1.41896369	0.00735585	-0.16095671	0.22615975	-1.71533863	0.91197940	-0.19757939	1.30797941	-1.36972051	-0.02907601	-0.10864793	0.15366938	-1.71533863	1.07838949	-0.26866970	-0.38260049	-1.35987187	-0.00721689	-0.15114882	0.09024030
chb02_chb02_16_pre_ictal_27	3	chb02	-1.42958918	-0.05985552	-0.30744624	-0.86134878	-1.28600709	-0.05093512	-0.14461022	0.05399511	-1.35209780	-1.49098229	-0.27836384	-1.09324248	-1.29093141	0.36438805	-0.14787952	0.06305641	-1.26491999	-1.05165965	-0.32037175	-0.80150524	-1.33525028	0.48096999	-0.20345760	-0.00037267	-0.81934457	-0.77209070	-0.32360313	0.26071752	-1.38449346	0.47368362	-0.22307339	-0.07286304	-1.58457193	1.14495352	-0.23958730	0.48513079	-1.31062868	0.41539265	-0.22961199	-0.03661786	-1.62816083	2.26322932	-0.30421486	0.27567841	-1.39926642	0.39353353	-0.27211288	0.04493381	-1.45864844	1.81725028	-0.30744624	1.03868350	-1.36972051	0.23323336	-0.28845938	0.05399511	-1.45380523	1.94372195	-0.29775210	0.82923112	-1.29093141	0.32795619	-0.26884358	0.16273067
chb02_chb02_16_pre_ictal_28	3	chb02	-1.29397926	1.35130203	-0.29775210	0.95639863	-1.29093141	0.40081990	-0.24595849	0.21709846	-1.18742862	0.53256440	-0.29128935	0.38040460	-1.27615845	0.47368362	-0.27865148	0.17179197	-1.32788174	1.22483037	-0.24281868	0.02134338	-1.13827753	0.62669742	-0.25249709	0.24428235	-1.43443239	0.34618510	-0.19111664	0.44024813	-1.10873161	0.80885670	-0.21980410	0.28958883	-1.17774219	1.26476879	-0.18788526	0.97135952	-1.02994251	0.78699759	-0.20999620	0.35301791	-1.11962366	-0.24623482	-0.19111664	1.23317499	-0.87728863	0.75785210	-0.14134092	0.36207921	-1.03244586	0.14649299	-0.16526562	0.70954405	-0.76895362	0.72870662	-0.06614704	0.25334364	-0.87746310	0.83210256	-0.19111664	-0.39756137	-0.72955907	0.61212467	-0.09884003	0.20803716
chb02_chb02_16_pre_ictal_29	3	chb02	-1.10509403	2.05022441	-0.21696766	-0.98103585	-0.64092133	0.49554273	-0.09884003	0.14460808	-1.16321256	2.13675765	-0.17495975	-0.42000270	-0.57690519	0.51011547	-0.09557073	0.07211771	-1.06634834	1.76399905	-0.17819113	0.59733742	-0.53751064	0.49554273	-0.11191723	0.08117900	-1.05666191	0.37281071	-0.20404215	0.82175068	-0.47841881	0.50282910	-0.09230143	0.06305641	-0.98885696	-0.45258333	-0.18142250	1.14340968	-0.38485676	0.61212467	-0.05633915	0.09024030	-0.91136558	-0.25954763	-0.17819113	-0.19558944	-0.33068925	0.73599299	-0.03018475	0.16273067	-0.84840383	0.08658536	-0.18788526	-0.83890745	-0.34546221	0.73599299	-0.02364615	0.23522105	-0.86777668	2.28985494	-0.21373628	-1.09324248	-0.37008380	0.60483830	-0.03345405	0.18991456
