ATTEMPT_INDEX	PARENT_V7_ORDINAL	CHECKPOINT_ROLE	DEPTH_DELTA	CHILD_U_OFFSET	CHILD_S_OFFSET	NODE_ID	CARRIER	STATUS	WORKER_RC	ELAPSED_MS	INPUT_SHA256	RUN_CHALLENGE	ATTEMPT_BINDING	STDOUT_SHA256	STDERR_SHA256	SUMMARY_SHA256	C1_ORIENTATION_UNRESOLVED	C2_HULL_ORIENTATION_UNRESOLVED	EVENT1_CHARTS_CERTIFIED	EVENT2_CHARTS_CERTIFIED	HOMOGENEOUS_COMPUTATION_VALID	CERTIFICATE_PASS	PROBE_PASS
239	23	MASKED_TARGET	4	7	7	U07-0000000103_S08-0000000167	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17403	e0ab5b71ec5a146894cf9b94cc0b634ce7438c6c18532e6a6f26f288d28a5885	1f609019ac4f80e07823699924592c639d3694691447d3267c751773b50843b3	c60d55e3b6c0b09a14635d1647e8ac2768fd88dc9facbd04280db5a3eb23de86	9a55ac391d0d15081fcff70a0b418fd3d020ef4a90a11ea21ce5d55af4938393	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
240	23	MASKED_TARGET	4	7	7	U07-0000000103_S08-0000000167	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16736	e0ab5b71ec5a146894cf9b94cc0b634ce7438c6c18532e6a6f26f288d28a5885	1f609019ac4f80e07823699924592c639d3694691447d3267c751773b50843b3	e88093d300b5c7513ca54b03e869f66f13874d49b4ce79fd94035a42a4e97363	4144e683989fb6bf4796d9be42b19f55039af8dc4c4fa993a7d9c5b53f96f0e9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
241	23	MASKED_TARGET	4	7	8	U07-0000000103_S08-0000000168	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17810	30579919cd6e04bb575557d2210957cfdc19f1aa565668f34339310c802c05a8	4aaa35fa6fe7e35ad7255d60a27dd78b7983de83ab8f0a0e43e496b434d9a000	970adce4fd13613463b52ad153c74ebd4cbceafce8deedfed0d1cc23eed708b1	5d585c69f39d3357bf4e66ed8c212b686bbd785dc1d20a401d06cc06beed23a5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
242	23	MASKED_TARGET	4	7	8	U07-0000000103_S08-0000000168	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16702	30579919cd6e04bb575557d2210957cfdc19f1aa565668f34339310c802c05a8	4aaa35fa6fe7e35ad7255d60a27dd78b7983de83ab8f0a0e43e496b434d9a000	a01636bc3e2ae74da428b6a379c77b5d9269e8292cacc0cfef26d3c6fc3e9513	0cb1846333ba652063f55ede9048d0078d744b6f912cce099880a16c7b58a081	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
243	23	MASKED_TARGET	4	7	9	U07-0000000103_S08-0000000169	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17423	dd5566329b7436b4c50ddb965c9f065a55d794d41a49a9743524e65509832891	ac46265c98a1c560fedb5430a4189ca7256d82d82bf18ec7b0fc9d732cd2b6fa	ee61c26a15b08dc3287a2313b3564de14df4a6ca67f58c07d7abb63273007cb8	2c7a83f79fdab2e141f4ac1212dddc767c3888e126d5aff8937af0c4d6b362c0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
244	23	MASKED_TARGET	4	7	9	U07-0000000103_S08-0000000169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16744	dd5566329b7436b4c50ddb965c9f065a55d794d41a49a9743524e65509832891	ac46265c98a1c560fedb5430a4189ca7256d82d82bf18ec7b0fc9d732cd2b6fa	837c6bbf0d61b6ce9a2b2eb02783bb85e5c3b23b9a62cbda48226ec7f6e94fe9	541b3c2e69dbb9e56dacef706c92dc434bb284f8bc867b374cb9b2657895b25e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
245	23	MASKED_TARGET	4	7	10	U07-0000000103_S08-0000000170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17411	9e2477b8db5bbcb85f576b0bbb9f9b9e21fe96747e1f0f586f9f91bb57eeedee	c2efcc8d32353c3b5ae1cccc1f69f1127c49418cedcca7fea307d2f16a121d42	95028badeefff71a95423aef2c87659a9d78cf343dd7f0b9358741bdb673a4e4	c7c9f6c0d3abbd3001a488de82cc493bd25853b753f91b19e0db5369c43c0a9c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
246	23	MASKED_TARGET	4	7	10	U07-0000000103_S08-0000000170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16692	9e2477b8db5bbcb85f576b0bbb9f9b9e21fe96747e1f0f586f9f91bb57eeedee	c2efcc8d32353c3b5ae1cccc1f69f1127c49418cedcca7fea307d2f16a121d42	f5f289b31326ee57d37b40f42bccf35001279e6540d98d659220a1722f41bafc	1226b7a38d68709d72f5ad87985fc413f488c386ea9d3c1c9c9f04ad2d02e5e9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
247	23	MASKED_TARGET	4	7	11	U07-0000000103_S08-0000000171	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17427	6e9c4a1a296be7a48564de35fdacaa5014d93e9b2cd8f559834c98a2dad99ac6	7aacb4607b71deea814e34fd6350db4ee222aa1f0a5580ec74faaaeeffb1ee6e	5c6c0b84657f551dfc1fc79b989c80b3971411f44609a6f3e64a82191748102c	cc2bed3b420c4727adf7906d498ef664d9dc2e4a933408aa493bbd28584900f8	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
248	23	MASKED_TARGET	4	7	11	U07-0000000103_S08-0000000171	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16703	6e9c4a1a296be7a48564de35fdacaa5014d93e9b2cd8f559834c98a2dad99ac6	7aacb4607b71deea814e34fd6350db4ee222aa1f0a5580ec74faaaeeffb1ee6e	e512188769d073940053f3521982d2f5d2434497bfe48bba386e93d51f2a36c4	f6b61ea8551b4c497300d965a9b9fc77835ad36d98b79735e0402c39cb535cae	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
249	23	MASKED_TARGET	4	7	12	U07-0000000103_S08-0000000172	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17411	72ecd8cff0f78b7dc8f068ed2f2e5c5303903f321eb216264c17bebc03643dfd	81e338a5cf04b75266c087767b7db8227b373c56eb8a96daf8780aeb4c635048	3a97054683943ef0a99cba9de2e98925b154f613a9344d47d435be887e753f8a	462b6633de7ef79d47a116676674e45a82bf5b6eb0f4a5befd88b423773f7e89	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
250	23	MASKED_TARGET	4	7	12	U07-0000000103_S08-0000000172	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16731	72ecd8cff0f78b7dc8f068ed2f2e5c5303903f321eb216264c17bebc03643dfd	81e338a5cf04b75266c087767b7db8227b373c56eb8a96daf8780aeb4c635048	576314b54db5fcdae9398f43098327616f70247588ba966cbcadd923afcbfaaf	a699e25a72fcc2c7cb5a2541db54d79a7379676721aedd105b02cffd37fd604b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
251	23	MASKED_TARGET	4	7	13	U07-0000000103_S08-0000000173	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17430	6e6f79f0842d241433867d66ee18aae46d32b3ead5ba323969e158ff89fefdd8	0619e4759070564d1ce3a125b8cb0c45ad27e38c7153d716eb58eca9bc7e12bb	e8adb697e2d95894db577388cd02d0193472122d1f33b3d039cb4940d36b0e1a	87f76927cdcac2e1a212ec36121e04774299354fe6d424c4b0feb58c30ab3bb1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
252	23	MASKED_TARGET	4	7	13	U07-0000000103_S08-0000000173	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16715	6e6f79f0842d241433867d66ee18aae46d32b3ead5ba323969e158ff89fefdd8	0619e4759070564d1ce3a125b8cb0c45ad27e38c7153d716eb58eca9bc7e12bb	5ad7251e9bdf6bd4262d2a74229df8dead0c3d812828c673355cfd3b28e1d117	bc76d16760a600bed89caa9fcd0034c4f7017d70b1f43bd11a3e322e97712c33	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
253	23	MASKED_TARGET	4	7	14	U07-0000000103_S08-0000000174	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17418	474ea17274d8790f7a87180bc6f15287a850135c60fd7829aac234c065a060b7	13409c057193de5c2dcfe0e8c399999cb20b81ac880478be3fe418a5119327c8	5d98a16914a3c1085b5c17c9223da801f83582b9d365e6c4e48831b69ebcf572	ec4f4eb6078bd07ca3f5d3a735772c40a142ab96f7e1fd652e0f45a96b7b8b8b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
254	23	MASKED_TARGET	4	7	14	U07-0000000103_S08-0000000174	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16697	474ea17274d8790f7a87180bc6f15287a850135c60fd7829aac234c065a060b7	13409c057193de5c2dcfe0e8c399999cb20b81ac880478be3fe418a5119327c8	8cbe565281a2a14db01bca03ee6fabdd531ca1b8cf7d343800be101459a25291	4d29a4e943edf083999357e2205daca6214600b2228c3ce2175a308400e3bd77	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
255	23	MASKED_TARGET	4	7	15	U07-0000000103_S08-0000000175	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17439	143cbf8d26145ca58207c72ccc31ff845d19d0f812be5938b69e4d3d1ca49002	91fb226f8a5e2406117a1082cb92b52e52d10833de36aa79978d836cdbf77c6e	4277739d36db4a4038d94a4dd48af224ad2e59e5c11639f3d7d109edce84f91e	e2167aa46d4f94048760fe4d60c470a206c78498359ddcb53e674d9edfb46385	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
256	23	MASKED_TARGET	4	7	15	U07-0000000103_S08-0000000175	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16696	143cbf8d26145ca58207c72ccc31ff845d19d0f812be5938b69e4d3d1ca49002	91fb226f8a5e2406117a1082cb92b52e52d10833de36aa79978d836cdbf77c6e	64ada0a32a29aa6897d1df60cd9c2a91e110eb983f3ea73aa7ab3aa71a7ce603	609910df0cf004e317428f7a9cc61c7d6280977031fca2b7ad89d71f59405c1b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
257	23	MASKED_TARGET	4	8	0	U07-0000000104_S08-0000000160	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17404	82c1c10001062a356437af38230ec4c5639c01c8ff2ed94b52f71dace76ec1cf	8f169d4b0bb940c239b30aaaa248d977269904835640790774bed956ebcdcfd8	b2c29751bf904f5b96459a5851195a1b8f2ad39fdbd701466773aed4aad7c19e	bf80b1d0b4f74771e93f9ecf06157b49a504f8a3aa79ca839332954174d4191b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
258	23	MASKED_TARGET	4	8	0	U07-0000000104_S08-0000000160	C0Rect2Set	DESCENDANT_PROBE_REJECTED	0	16683	82c1c10001062a356437af38230ec4c5639c01c8ff2ed94b52f71dace76ec1cf	8f169d4b0bb940c239b30aaaa248d977269904835640790774bed956ebcdcfd8	baf1af1c4a9b2b91a160a10ffb6f554e7aee241a50c2303fb6e4d39c801f051e	d8a556305398e14aa56ea8200ff170d4fa4a51452a4991b6437c56af814fc957	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
259	23	MASKED_TARGET	4	8	1	U07-0000000104_S08-0000000161	C0HORect2Set	DESCENDANT_PROBE_REJECTED	0	17428	f0f8a126c115c3ecaaf9490439929c8a93c6bfbb9bf67c64e867264338adb41d	0cf2542a3c4fae4668cdced86451377a83d9d0856be4ea837f371d55b5d877bf	fe420a0bf528c8bb43e4c282eae4d3d170d42dc8b225a989fa7519e76f8b0cd7	f05b0d99489ec3eddfb04088108f599b3e228db924bc109a2fad6c3fe6ca6343	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
260	23	MASKED_TARGET	4	8	1	U07-0000000104_S08-0000000161	C0Rect2Set	DESCENDANT_PROBE_REJECTED	0	16798	f0f8a126c115c3ecaaf9490439929c8a93c6bfbb9bf67c64e867264338adb41d	0cf2542a3c4fae4668cdced86451377a83d9d0856be4ea837f371d55b5d877bf	e6587cd08f705aeb3643afbf96dd75541d4d4ef65794588af54112836f8eccc1	9064919d5ff83088f79b61014e763e2b5646dffbabe2753ddab00a15d16a6bc2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	225cdb9d16e19f2a333fa1b0f8255f2a2b10d8f79f67a7d0c944d7d9076ec2e3	true	true	true	false	false	false	false
261	23	MASKED_TARGET	4	8	2	U07-0000000104_S08-0000000162	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17387	b12981ea7ab0b14fc38f1e88131a6dd4546d873e56f0a865596b32a58d2d4f98	ce9a13dfd5a11e256f17f78c22f7b684e0478e0ffe0a18e47fb834a4cacd598e	6565899bf2bc72104cac90dceb9b0c414d068b24537c3f4ef2bc623278c781b7	58e717839859b6be9545425c391d53555c2f013a268f2a224136b1f2af046357	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
262	23	MASKED_TARGET	4	8	2	U07-0000000104_S08-0000000162	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16720	b12981ea7ab0b14fc38f1e88131a6dd4546d873e56f0a865596b32a58d2d4f98	ce9a13dfd5a11e256f17f78c22f7b684e0478e0ffe0a18e47fb834a4cacd598e	c58c0d29f7215d43bb7d92bde32c7bb73ae67b73d67c02f97cd61d7682da5a57	58be885bbc6f82a7d49caf609b1d97c5bdf45fa5306ff24fcb1175bd56d65f5d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
263	23	MASKED_TARGET	4	8	3	U07-0000000104_S08-0000000163	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17446	7fa809fdee691a2c51a699454bb4a788b543688ad19cc51f233743ee0ef748d9	14b77dcfef755c5ec587739de57da2f0b4359fad3832930fc5d855eb1c9c943a	ce6f2d90e852f4d6640b34c4691da35dcad3acdfd4f3b5c24541c6759decfe0e	24f42035ef396db8da666c1f6099103540e7942480df3387bc46c4712feaf051	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
264	23	MASKED_TARGET	4	8	3	U07-0000000104_S08-0000000163	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16704	7fa809fdee691a2c51a699454bb4a788b543688ad19cc51f233743ee0ef748d9	14b77dcfef755c5ec587739de57da2f0b4359fad3832930fc5d855eb1c9c943a	e2cf44273b35053389c41729a9ec469d4d96cd74eb24585b07a8248096d6ce00	81053a6f977d0e91da86428f3beb5f0ce80590ede7defbdd2942a0850aaa7bf6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
265	23	MASKED_TARGET	4	8	4	U07-0000000104_S08-0000000164	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17482	a134b1e12fd572356c3b9ffd1d3156e108c02145da3d72e908050992edd92b10	ccc7a6bd5c8bf927cf225f74581f6dcdd73eb3decb6eb0c0f0dd8f877d963be1	a430b0a3d81d80f523a8a58fa4665ce9a8d0fa327a976fba25d84ac398faaec8	15c2cc86e70b04fe9fccde3155ce33e6b02ddaaab52a6727433975fdbbe91367	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
266	23	MASKED_TARGET	4	8	4	U07-0000000104_S08-0000000164	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16754	a134b1e12fd572356c3b9ffd1d3156e108c02145da3d72e908050992edd92b10	ccc7a6bd5c8bf927cf225f74581f6dcdd73eb3decb6eb0c0f0dd8f877d963be1	79f7f79f118eec5f81def834b307f02ab616b77cbf72ba513489dbae4d6d4ec3	d832e5f16019c15ba21a9f439a77399c47f37f5df2c6465293df20c16371f8ca	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
267	23	MASKED_TARGET	4	8	5	U07-0000000104_S08-0000000165	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17413	b1dc56a8c89bdcb6889752adccf8d187ddb5b2c7a1a1f336d073bb63246df9a4	cbea4f69ca999ae978e669a1c9f1e99e73c4857b2c9c17de85d74d7a9d77e3e1	f2e6b9820d6addb48fa25f6212f19e7b3b88523e292291f7c20f1e76c3aa959b	670a1a53e206ffc5e7bad4fa3c61fff2a8a9ffc5279677808e728c8ebadc636f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
268	23	MASKED_TARGET	4	8	5	U07-0000000104_S08-0000000165	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16781	b1dc56a8c89bdcb6889752adccf8d187ddb5b2c7a1a1f336d073bb63246df9a4	cbea4f69ca999ae978e669a1c9f1e99e73c4857b2c9c17de85d74d7a9d77e3e1	7bbe5e8e2a754c29e59d617a99c0e400b9e7d3811bd0ddd626816b717c76e490	83efa503135499845db712b6b10960f2a8bdee198bb36fa5746024257a242eec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
269	23	MASKED_TARGET	4	8	6	U07-0000000104_S08-0000000166	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17518	840a5af85448b361f0bdc407d5e6a7cabbb0b4b79df95fc17876a4f8ff792b19	ba047948a7b087760ab591764bd42d21cfd27eb7b534f001ec2d809267268e25	f3c66782ecdd5a1d734431a63cc25aaf108e12bc8160d8cbd12b014d00ad1a4b	bb8eca24c054d004ba9b43ce15a67907c8d9457a67727203f15b9017a8079bb3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
270	23	MASKED_TARGET	4	8	6	U07-0000000104_S08-0000000166	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16690	840a5af85448b361f0bdc407d5e6a7cabbb0b4b79df95fc17876a4f8ff792b19	ba047948a7b087760ab591764bd42d21cfd27eb7b534f001ec2d809267268e25	0e7451968ca2c47c9a28717b77aecb1425307233772848e4e1c3423a0e8bf076	48c848cfc893e0c8a0356f5d069293276942767b4f2ddd1216a78ffe2a6f6370	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
271	23	MASKED_TARGET	4	8	7	U07-0000000104_S08-0000000167	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17424	85b07072143c5de392f8ddebc9822f317cb014902141ed00e3e7abcae6507997	b42e1ffa262bf91db1cf8d817dd66908f5a3811d6b5231c4b44eb6354f9f39a0	6bc4efe6dd7b4a6b6cbd6c95a9903be8c03dcea1cf0c9422c245adc6c1d31f4f	947816a6ac68689ffe2fcb96a448a5913368b5bef26f37561d5a094b556142cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
272	23	MASKED_TARGET	4	8	7	U07-0000000104_S08-0000000167	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16676	85b07072143c5de392f8ddebc9822f317cb014902141ed00e3e7abcae6507997	b42e1ffa262bf91db1cf8d817dd66908f5a3811d6b5231c4b44eb6354f9f39a0	9a5bfa34e9b8f5f39dcd93c3b1b571e9d7dfff3cd8c012b506542cc157c49d91	b064128fa19a5b3f3b3a8590a8e4d5d98bbf91f768adb13f03effbd80a953099	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
273	23	MASKED_TARGET	4	8	8	U07-0000000104_S08-0000000168	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17462	512865aeafd6f971d2ed8516f2ef36860f3e8e7e9ff31237c5e4b34494f1ee22	748bcb70b36d638472b87cd1ad185514b47ca0a37548f7e32309ba43bce5dbb4	8b22c0f2a612806b1fabb11198e5b6fcb5f5353151a1eacebf2b8c75032f1611	a4fee1f69e7d57a53b00b0da56c629ec51be9679e273dc7b5056d0185127acaf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
274	23	MASKED_TARGET	4	8	8	U07-0000000104_S08-0000000168	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16718	512865aeafd6f971d2ed8516f2ef36860f3e8e7e9ff31237c5e4b34494f1ee22	748bcb70b36d638472b87cd1ad185514b47ca0a37548f7e32309ba43bce5dbb4	ca338d9c9bf02536349641e6799be24b7da807868adc1c2c48596484f112885e	e1375ef7905c2aac8f7e0f7fdce57cd4340482f7c40d49032589a3e08cd13534	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
275	23	MASKED_TARGET	4	8	9	U07-0000000104_S08-0000000169	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17406	509ef6c338a97664d697059b85f4e92d9df1dc2bf4ed3cfcb0311b13d8d677c7	aaa01afaa4541963f56d2c2989780d7a4b057f936851fe7de0e5e289fe18bec3	290602fa6e1a1ed58d21916a994bf51867afed6e6f89ee6bf87d73b302c99515	5f484d5dfc2a69d597b275819abdab399a28fb236a3f8a19a726898e5903ce5d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
276	23	MASKED_TARGET	4	8	9	U07-0000000104_S08-0000000169	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16690	509ef6c338a97664d697059b85f4e92d9df1dc2bf4ed3cfcb0311b13d8d677c7	aaa01afaa4541963f56d2c2989780d7a4b057f936851fe7de0e5e289fe18bec3	24bb6050f2631980c47ecc7617d0f0b37c28abc79ef42d4cb344e4a1112af202	f7c463060d429181a8e6dc81563bae22b5d03f247f77bcdd7a53afd815d753f5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
277	23	MASKED_TARGET	4	8	10	U07-0000000104_S08-0000000170	C0HORect2Set	DESCENDANT_PROBE_PASS	0	17427	3e21f407742ccdeacbd10fb73a9c74afdbb5dc1251c9072daec5554d891ba7fb	c981d5b4e32222f35876f913211ecfb156974fee8e82abc5d9982f13145b7417	13c69541866a4a9cd6a21213521e09d89edc21aeab4f39602b487cd7dd2f8184	6ad66fc58e6a9d01f3946875d532c7f90f057ce836f74f5070c4835266aece3e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
278	23	MASKED_TARGET	4	8	10	U07-0000000104_S08-0000000170	C0Rect2Set	DESCENDANT_PROBE_PASS	0	16722	3e21f407742ccdeacbd10fb73a9c74afdbb5dc1251c9072daec5554d891ba7fb	c981d5b4e32222f35876f913211ecfb156974fee8e82abc5d9982f13145b7417	9736f881a88f500df8a54ce6a756eb1ec138412c422d7a828481ea8a33650112	efe8916da6c28dd2e6ed797832b38abd0e648ef3ff91f80362eb1fa0c04e3618	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	bea46ab4cf4adbeda551b0c6acc48c6474aa0a07a2c563bba580618b66d2c36b	true	true	true	true	true	false	true
