path	rc	class	elapsed_s	primary_import	tag
tests/run-pass/lorenz_ball_fixed_step_policy_guard_imported.sio	0	PASS	5	systems::ball_fixed	known-failure: imported systems step-policy guard path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_ball_fixed_step_policy_imported.sio	0	PASS	5	systems::ball_fixed	known-failure: imported systems step-policy path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_ball_fixed_step_policy_margin_imported.sio	0	PASS	5	systems::ball_fixed	known-failure: imported systems step-policy margin path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_ball_fixed_trajectory_manifest_imported.sio	0	PASS	5	systems::ball_fixed	known-failure: imported systems::ball_fixed trajectory path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_ball_fixed_bridge_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert bridge path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_beta_z_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_limb_scale_bridge	known-failure: imported systems::lorenz_i256_beta_z_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_axis_arithmetic_bundle_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 axis arithmetic bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_axis_arithmetic_readiness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 axis arithmetic readiness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_axis_witness_bundle_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 axis witness bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_containment_obligation_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 containment obligation API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_discharge_preflight_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 discharge preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_local_flowpipe_preflight_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 local-flowpipe preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_local_flowpipe_proof_skeleton_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 local-flowpipe proof skeleton API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_local_flowpipe_replay_executor_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 local-flowpipe replay executor API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_obligation_seed_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 obligation seed API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_validation_core_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 validation core API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_validation_guard_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 validation guard API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_x_axis_arithmetic_validator_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 x-axis arithmetic validator API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_x_axis_validation_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 x-axis validation witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_y_axis_arithmetic_validator_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 y-axis arithmetic validator API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_y_axis_validation_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 y-axis validation witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_z_axis_arithmetic_validator_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 z-axis arithmetic validator API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child0_z_axis_validation_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child0 z-axis validation witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_axis_arithmetic_bundle_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 axis arithmetic bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_axis_arithmetic_readiness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 axis arithmetic readiness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_axis_witness_bundle_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 axis witness bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_containment_obligation_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 containment obligation API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_discharge_preflight_imported.sio	0	PASS	0	systems::lorenz_i256_child1_discharge_preflight	known-failure: imported systems::lorenz_i256_child1_discharge_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_local_flowpipe_preflight_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 local-flowpipe preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_local_flowpipe_proof_skeleton_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 local-flowpipe proof skeleton API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_local_flowpipe_replay_executor_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 local-flowpipe replay executor API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_obligation_seed_imported.sio	1	FAIL1	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 obligation seed API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_validation_core_imported.sio	0	PASS	1	systems::lorenz_i256_child1_validation_core	known-failure: imported systems::lorenz_i256_child1_validation_core API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_validation_guard_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 validation guard API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_x_axis_arithmetic_validator_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 x-axis arithmetic validator API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_x_axis_validation_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 x-axis validation witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_y_axis_arithmetic_validator_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 y-axis arithmetic validator API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_y_axis_validation_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 y-axis validation witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_z_axis_arithmetic_validator_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 z-axis arithmetic validator API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child1_z_axis_validation_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover child1 z-axis validation witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child2_discharge_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child2_discharge_preflight	known-failure: imported systems::lorenz_i256_child2_discharge_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child2_local_flowpipe_preflight_imported.sio	0	PASS	0	systems::lorenz_i256_child2_local_flowpipe_preflight	known-failure: imported systems::lorenz_i256_child2_local_flowpipe_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child2_obligation_seed_imported.sio	0	PASS	1	systems::lorenz_i256_child2_obligation_seed	known-failure: imported systems::lorenz_i256_child2_obligation_seed API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child2_validation_core_imported.sio	0	PASS	1	systems::lorenz_i256_child2_validation_core	known-failure: imported systems::lorenz_i256_child2_validation_core API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child3_discharge_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child3_discharge_preflight	known-failure: imported systems::lorenz_i256_child3_discharge_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child3_local_flowpipe_preflight_imported.sio	0	PASS	0	systems::lorenz_i256_child3_local_flowpipe_preflight	known-failure: imported systems::lorenz_i256_child3_local_flowpipe_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child3_obligation_seed_imported.sio	0	PASS	1	systems::lorenz_i256_child3_obligation_seed	known-failure: imported systems::lorenz_i256_child3_obligation_seed API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child3_validation_core_imported.sio	0	PASS	1	systems::lorenz_i256_child3_validation_core	known-failure: imported systems::lorenz_i256_child3_validation_core API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face0_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_face0_preflight	known-failure: imported systems::lorenz_i256_child4_boundary_face0_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face1_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_face1_preflight	known-failure: imported systems::lorenz_i256_child4_boundary_face1_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face2_preflight_imported.sio	0	PASS	0	systems::lorenz_i256_child4_boundary_face2_preflight	known-failure: imported systems::lorenz_i256_child4_boundary_face2_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face3_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_face3_preflight	known-failure: imported systems::lorenz_i256_child4_boundary_face3_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face4_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_face4_preflight	known-failure: imported systems::lorenz_i256_child4_boundary_face4_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face_obligations_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_face_obligations	known-failure: imported systems::lorenz_i256_child4_boundary_face_obligations API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_face_preflight_bundle_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_face_preflight_bundle	known-failure: imported systems::lorenz_i256_child4_boundary_face_preflight_bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_gluing_input_guard_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_gluing_input_guard	known-failure: imported systems::lorenz_i256_child4_boundary_gluing_input_guard API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_gluing_obligation_seed_imported.sio	0	PASS	0	systems::lorenz_i256_child4_boundary_gluing_obligation_seed	known-failure: imported systems::lorenz_i256_child4_boundary_gluing_obligation_seed API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_boundary_gluing_proof_skeleton_imported.sio	0	PASS	1	systems::lorenz_i256_child4_boundary_gluing_proof_skeleton	known-failure: imported systems::lorenz_i256_child4_boundary_gluing_proof_skeleton API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_discharge_obligation_bundle_imported.sio	0	PASS	1	systems::lorenz_i256_child4_discharge_obligation_bundle	known-failure: imported systems::lorenz_i256_child4_discharge_obligation_bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_discharge_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_discharge_preflight	known-failure: imported systems::lorenz_i256_child4_discharge_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_finite_cover_promotion_guard_imported.sio	0	PASS	0	systems::lorenz_i256_child4_finite_cover_promotion_guard	known-failure: imported systems::lorenz_i256_child4_finite_cover_promotion_guard API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_local_flowpipe_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_local_flowpipe_preflight	known-failure: imported systems::lorenz_i256_child4_local_flowpipe_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_obligation_seed_imported.sio	0	PASS	1	systems::lorenz_i256_child4_obligation_seed	known-failure: imported systems::lorenz_i256_child4_obligation_seed API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_replay_manifest_imported.sio	0	PASS	1	systems::lorenz_i256_child4_replay_manifest	known-failure: imported systems::lorenz_i256_child4_replay_manifest API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_replay_verifier_preflight_imported.sio	0	PASS	1	systems::lorenz_i256_child4_replay_verifier_preflight	known-failure: imported systems::lorenz_i256_child4_replay_verifier_preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_solver_profile_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_child4_solver_profile_bridge	known-failure: imported systems::lorenz_i256_child4_solver_profile_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_child4_validation_core_imported.sio	0	PASS	0	systems::lorenz_i256_child4_validation_core	known-failure: imported systems::lorenz_i256_child4_validation_core API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_cover_refinement_ledger_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert cover-refinement ledger API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_finite_cover_candidate_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert finite-cover candidate API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_five_step_local_flowpipe_chain_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert five-step local-flowpipe-chain API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_fixed_step.sio	4	OTHER	1	(no-import)	known-failure: source-level i256 Lorenz fixed-point step segfaults at runtime when multi-limb products are divided by a multi-limb scale
tests/run-pass/lorenz_i256_fixed_step_1e6.sio	1	FAIL1	1	(no-import)	known-failure: source-level i256 Lorenz fixed-point division path segfaults at runtime even at scale 1e6
tests/run-pass/lorenz_i256_global_flowpipe_claim_preflight_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert global-flowpipe preflight API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_limb_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_limb_bridge	known-failure: imported systems::lorenz_i256_limb_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_limb_scale_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_limb_scale_bridge	known-failure: imported systems::lorenz_i256_limb_scale_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_portfolio_v16_readiness_imported.sio	0	PASS	13	systems::lorenz_i256_cert	known-failure: imported systems/theorem readiness path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_product_smoke.sio	3	OTHER	1	(no-import)	known-failure: source-level i256 Lorenz high-scale numerator products around 1e40 currently segfault at runtime
tests/run-pass/lorenz_i256_projection_certificate_envelope_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection certificate-envelope API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_dependency_dag_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection dependency-DAG API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_directed_rounding_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection directed-rounding API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_div_witness_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection div-witness API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_inclusion_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_interval_containment_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection interval-containment API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_margin_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection-margin API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_projection_roundoff_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert projection-roundoff API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_range_budget_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert range-budget API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_rho_x_minus_y_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_limb_scale_bridge	known-failure: imported systems::lorenz_i256_rho_x_minus_y_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_scaled_product_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_scaled_product_bridge	known-failure: imported systems::lorenz_i256_scaled_product_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_sigma_x_term_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_signed_delta_bridge	known-failure: imported systems::lorenz_i256_sigma_x_term_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_signed_delta_bridge_imported.sio	0	PASS	1	systems::lorenz_i256_signed_delta_bridge	known-failure: imported systems::lorenz_i256_signed_delta_bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_smallscale_step.sio	3	OTHER	0	(no-import)	known-failure: source-level i256 Lorenz fixed-point division path segfaults at runtime even at scale 2^32
tests/run-pass/lorenz_i256_step1_step2_local_flowpipe_bridge_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert step-1-to-step-2 local-flowpipe-bridge API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_step1_taylor2_center_artifact_imported.sio	1	FAIL1	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert step-1 center artifact API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_step1_taylor2_completed_candidate_bundle_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert step-1 completed-candidate-bundle API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_step1_taylor2_enclosure_validator_guard_imported.sio	0	PASS	11	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert step-1 Taylor-2 enclosure validator guard API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/lorenz_i256_step1_taylor2_flowpipe_obligation_imported.sio	0	PASS	12	systems::lorenz_i256_cert	known-failure: imported systems::lorenz_i256_cert step-1 Taylor-2 flowpipe-obligation API typechecks, but current Madaros imported/native lowering exits 139 at runtime
