path	family	version	bytes	known_failure	block_reason	path_class	kf_note
tests/run-pass/solver_portfolio_lorenz_i256_cover_child0_x_axis_arithmetic_validator_v161_imported.sio	lorenz_i256_cover_child0_x_axis_arithmetic_validator	161	2186	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child0 x-axis arithmetic validator v161 API typechecks, but current Madaros imported/native low
tests/run-pass/solver_portfolio_lorenz_i256_cover_child0_x_axis_validation_witness_v157_imported.sio	lorenz_i256_cover_child0_x_axis_validation_witness	157	2451	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child0 x-axis validation witness v157 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_cover_child0_y_axis_arithmetic_validator_v162_imported.sio	lorenz_i256_cover_child0_y_axis_arithmetic_validator	162	2162	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child0 y-axis arithmetic validator v162 API typechecks, but current Madaros imported/native low
tests/run-pass/solver_portfolio_lorenz_i256_cover_child0_y_axis_validation_witness_v158_imported.sio	lorenz_i256_cover_child0_y_axis_validation_witness	158	2288	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child0 y-axis validation witness v158 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_cover_child0_z_axis_arithmetic_validator_v163_imported.sio	lorenz_i256_cover_child0_z_axis_arithmetic_validator	163	2158	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child0 z-axis arithmetic validator v163 API typechecks, but current Madaros imported/native low
tests/run-pass/solver_portfolio_lorenz_i256_cover_child0_z_axis_validation_witness_v159_imported.sio	lorenz_i256_cover_child0_z_axis_validation_witness	159	2290	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child0 z-axis validation witness v159 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_axis_witness_bundle_v177_imported.sio	lorenz_i256_cover_child1_axis_witness_bundle	177	1191	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 axis witness bundle v177 API typechecks, but current Madaros imported/native lowering ex
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_containment_obligation_v172_imported.sio	lorenz_i256_cover_child1_containment_obligation	172	2357	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 containment obligation v172 API typechecks, but current Madaros imported/native lowering
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_local_flowpipe_preflight_v169_imported.sio	lorenz_i256_cover_child1_local_flowpipe_preflight	169	2192	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 local-flowpipe preflight v169 API typechecks, but current Madaros imported/native loweri
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_local_flowpipe_proof_skeleton_v170_imported.sio	lorenz_i256_cover_child1_local_flowpipe_proof_skeleton	170	2282	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 local-flowpipe proof skeleton v170 API typechecks, but current Madaros imported/native l
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_local_flowpipe_replay_executor_v171_imported.sio	lorenz_i256_cover_child1_local_flowpipe_replay_executor	171	2414	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 local-flowpipe replay executor v171 API typechecks, but current Madaros imported/native 
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_obligation_seed_v168_imported.sio	lorenz_i256_cover_child1_obligation_seed	168	2336	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 obligation seed v168 API typechecks, but current Madaros imported/native lowering exits 
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_validation_guard_v173_imported.sio	lorenz_i256_cover_child1_validation_guard	173	2015	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 validation guard v173 API typechecks, but current Madaros imported/native lowering exits
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_x_axis_validation_witness_v174_imported.sio	lorenz_i256_cover_child1_x_axis_validation_witness	174	2011	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 x-axis validation witness v174 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_y_axis_validation_witness_v175_imported.sio	lorenz_i256_cover_child1_y_axis_validation_witness	175	1986	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 y-axis validation witness v175 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_cover_child1_z_axis_validation_witness_v176_imported.sio	lorenz_i256_cover_child1_z_axis_validation_witness	176	1989	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover child1 z-axis validation witness v176 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_cover_refinement_ledger_v150_imported.sio	lorenz_i256_cover_refinement_ledger	150	1979	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 cover-refinement ledger v150 API typechecks, but current Madaros imported/native lowering exits 139 a
tests/run-pass/solver_portfolio_lorenz_i256_finite_cover_candidate_v149_imported.sio	lorenz_i256_finite_cover_candidate	149	1975	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 finite-cover candidate v149 API typechecks, but current Madaros imported/native lowering exits 139 at
tests/run-pass/solver_portfolio_lorenz_i256_five_step_local_flowpipe_chain_v147_imported.sio	lorenz_i256_five_step_local_flowpipe_chain	147	2199	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 five-step local-flowpipe-chain v147 API typechecks, but current Madaros imported/native lowering exit
tests/run-pass/solver_portfolio_lorenz_i256_global_flowpipe_claim_preflight_v148_imported.sio	lorenz_i256_global_flowpipe_claim_preflight	148	1968	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 global-flowpipe preflight v148 API typechecks, but current Madaros imported/native lowering exits 139
tests/run-pass/solver_portfolio_lorenz_i256_projection_certificate_envelope_v37_imported.sio	lorenz_i256_projection_certificate_envelope	37	1771	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection certificate-envelope v37 API typechecks, but current Madaros imported/native lowering exits 139 at run
tests/run-pass/solver_portfolio_lorenz_i256_projection_dependency_dag_v38_imported.sio	lorenz_i256_projection_dependency_dag	38	1728	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection dependency-DAG v38 API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/solver_portfolio_lorenz_i256_projection_directed_rounding_v35_imported.sio	lorenz_i256_projection_directed_rounding	35	1784	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection directed-rounding v35 API typechecks, but current Madaros imported/native lowering exits 139 at runtim
tests/run-pass/solver_portfolio_lorenz_i256_projection_div_witness_v34_imported.sio	lorenz_i256_projection_div_witness	34	1737	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection div-witness v34 API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/solver_portfolio_lorenz_i256_projection_inclusion_v26_imported.sio	lorenz_i256_projection_inclusion	26	2790	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio v26 Lorenz projection-inclusion path checks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/solver_portfolio_lorenz_i256_projection_interval_containment_v36_imported.sio	lorenz_i256_projection_interval_containment	36	1620	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection interval-containment v36 API typechecks, but current Madaros imported/native lowering exits 139 at run
tests/run-pass/solver_portfolio_lorenz_i256_projection_margin_v33_imported.sio	lorenz_i256_projection_margin	33	1856	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection-margin v33 API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/solver_portfolio_lorenz_i256_projection_roundoff_v32_imported.sio	lorenz_i256_projection_roundoff	32	1855	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio projection-roundoff v32 API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/solver_portfolio_lorenz_i256_range_budget_v31_imported.sio	lorenz_i256_range_budget	31	1821	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio range-budget v31 API typechecks, but current Madaros imported/native lowering exits 139 at runtime
tests/run-pass/solver_portfolio_lorenz_i256_step1_step2_local_flowpipe_bridge_v143_imported.sio	lorenz_i256_step1_step2_local_flowpipe_bridge	143	1994	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1-to-step-2 local-flowpipe-bridge v143 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_center_artifact_v131_imported.sio	lorenz_i256_step1_taylor2_center_artifact	131	1913	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 center-artifact v131 API typechecks, but current Madaros imported/native lowering exi
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_completed_candidate_bundle_v134_imported.sio	lorenz_i256_step1_taylor2_completed_candidate_bundle	134	1958	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 completed-candidate-bundle v134 API typechecks, but current Madaros imported/native lowering e
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_enclosure_validator_guard_v138_imported.sio	lorenz_i256_step1_taylor2_enclosure_validator_guard	138	1973	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 enclosure-validator-guard v138 API typechecks, but current Madaros imported/native lo
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_flowpipe_obligation_v141_imported.sio	lorenz_i256_step1_taylor2_flowpipe_obligation	141	2005	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 flowpipe-obligation v141 API typechecks, but current Madaros imported/native lowering
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_local_containment_obligation_v139_imported.sio	lorenz_i256_step1_taylor2_local_containment_obligation	139	1989	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 local-containment-obligation v139 API typechecks, but current Madaros imported/native
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_local_flowpipe_proof_v142_imported.sio	lorenz_i256_step1_taylor2_local_flowpipe_proof	142	2060	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 local-flowpipe-proof v142 API typechecks, but current Madaros imported/native lowerin
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_local_flowpipe_seed_v128_imported.sio	lorenz_i256_step1_taylor2_local_flowpipe_seed	128	2017	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 local-flowpipe-seed v128 API typechecks, but current Madaros imported/native lowering
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_point_time_slab_containment_v129_imported.sio	lorenz_i256_step1_taylor2_point_time_slab_containment	129	1938	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 point-time-slab v129 API typechecks, but current Madaros imported/native lowering exi
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_proof_trace_skeleton_v135_imported.sio	lorenz_i256_step1_taylor2_proof_trace_skeleton	135	1925	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 proof-trace-skeleton v135 API typechecks, but current Madaros imported/native lowering exits 1
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_radius_artifact_v132_imported.sio	lorenz_i256_step1_taylor2_radius_artifact	132	1912	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 radius-artifact v132 API typechecks, but current Madaros imported/native lowering exi
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_remainder_obligation_v133_imported.sio	lorenz_i256_step1_taylor2_remainder_obligation	133	1938	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 remainder-obligation v133 API typechecks, but current Madaros imported/native lowerin
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_replay_executor_v137_imported.sio	lorenz_i256_step1_taylor2_replay_executor	137	1935	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 replay-executor v137 API typechecks, but current Madaros imported/native lowering exi
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_replay_preflight_v136_imported.sio	lorenz_i256_step1_taylor2_replay_preflight	136	1925	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 replay-preflight v136 API typechecks, but current Madaros imported/native lowering ex
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_response_envelope_v130_imported.sio	lorenz_i256_step1_taylor2_response_envelope	130	1950	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 response-envelope v130 API typechecks, but current Madaros imported/native lowering e
tests/run-pass/solver_portfolio_lorenz_i256_step1_taylor2_time_slab_containment_v140_imported.sio	lorenz_i256_step1_taylor2_time_slab_containment	140	1919	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-1 Taylor-2 time-slab-containment v140 API typechecks, but current Madaros imported/native loweri
tests/run-pass/solver_portfolio_lorenz_i256_step2_step3_local_flowpipe_bridge_v144_imported.sio	lorenz_i256_step2_step3_local_flowpipe_bridge	144	2040	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2-to-step-3 local-flowpipe-bridge v144 API typechecks, but current Madaros imported/native lower
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_center_artifact_v116_imported.sio	lorenz_i256_step2_taylor2_center_artifact	116	1902	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 center-artifact v116 API typechecks, but current Madaros imported/native lowering exits 139 at
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_completed_candidate_bundle_v119_imported.sio	lorenz_i256_step2_taylor2_completed_candidate_bundle	119	1956	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 completed-candidate-bundle v119 API typechecks, but current Madaros imported/native lowering e
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_enclosure_validator_guard_v123_imported.sio	lorenz_i256_step2_taylor2_enclosure_validator_guard	123	1973	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 enclosure-validator guard v123 API typechecks, but current Madaros imported/native lo
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_flowpipe_obligation_v126_imported.sio	lorenz_i256_step2_taylor2_flowpipe_obligation	126	2004	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 flowpipe obligation v126 API typechecks, but current Madaros imported/native lowering
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_local_containment_obligation_v124_imported.sio	lorenz_i256_step2_taylor2_local_containment_obligation	124	1966	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 local-containment obligation v124 API typechecks, but current Madaros imported/native
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_local_flowpipe_proof_v127_imported.sio	lorenz_i256_step2_taylor2_local_flowpipe_proof	127	2057	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 local-flowpipe-proof v127 API typechecks, but current Madaros imported/native lowerin
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_local_flowpipe_seed_v113_imported.sio	lorenz_i256_step2_taylor2_local_flowpipe_seed	113	1992	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 local-flowpipe-seed v113 API typechecks, but current Madaros imported/native lowering
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_point_time_slab_containment_v114_imported.sio	lorenz_i256_step2_taylor2_point_time_slab_containment	114	1963	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 point-time-slab v114 API typechecks, but current Madaros imported/native lowering exi
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_proof_trace_skeleton_v120_imported.sio	lorenz_i256_step2_taylor2_proof_trace_skeleton	120	1929	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 proof-trace-skeleton v120 API typechecks, but current Madaros imported/native lowering exits 1
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_radius_artifact_v117_imported.sio	lorenz_i256_step2_taylor2_radius_artifact	117	1903	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 radius-artifact v117 API typechecks, but current Madaros imported/native lowering exits 139 at
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_remainder_obligation_v118_imported.sio	lorenz_i256_step2_taylor2_remainder_obligation	118	1927	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 remainder-obligation v118 API typechecks, but current Madaros imported/native lowering exits 1
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_replay_executor_v122_imported.sio	lorenz_i256_step2_taylor2_replay_executor	122	1941	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 replay-executor v122 API typechecks, but current Madaros imported/native lowering exi
tests/run-pass/solver_portfolio_lorenz_i256_step2_taylor2_replay_preflight_v121_imported.sio	lorenz_i256_step2_taylor2_replay_preflight	121	1926	yes	import_stdlib_theorem_portfolio_over_source_byte_wall	split_generated_module	//@ known-failure: imported theorem::portfolio Lorenz i256 step-2 Taylor-2 replay-preflight v121 API typechecks, but current Madaros imported/native lowering ex
