mid	mouse_id	human_id	conf
270	112	91	0.5000
271	114	723	1.0000
272	114	946	0.5000
273	114	1252	0.5000
274	115	392	1.0000
275	115	953	0.6667
276	115	954	0.6667
277	116	953	1.0000
278	116	392	0.6667
279	116	954	0.5000
280	117	159	0.6667
281	117	392	0.6667
282	117	953	0.5000
283	118	160	0.6667
284	118	392	0.6667
285	118	953	0.5000
286	119	156	1.0000
287	119	46	0.5000
288	119	47	0.5000
289	120	47	1.0000
290	120	156	0.5000
291	120	720	0.5000
292	121	46	1.0000
293	121	156	0.5000
294	121	182	0.5000
295	122	48	1.0000
296	122	156	0.5000
297	122	46	0.3333
298	123	49	1.0000
299	123	653	0.5000
300	123	123	0.3333
301	124	49	0.6667
302	124	653	0.3333
303	125	49	0.6667
304	125	653	0.3333
305	126	49	0.3333
306	126	341	0.3333
307	126	853	0.3333
308	127	487	1.0000
309	127	1593	0.6667
310	127	2006	0.6667
311	128	163	1.0000
312	128	1686	0.6667
313	128	2477	0.6667
314	129	653	0.5000
315	129	49	0.3333
316	129	123	0.3333
317	130	2480	1.0000
318	130	1768	0.7500
319	130	2208	0.7500
320	131	163	0.6667
321	131	1686	0.5000
322	131	2477	0.5000
323	132	117	1.0000
324	132	1750	0.6667
325	132	2189	0.6667
326	133	193	1.0000
327	133	129	0.5000
328	133	885	0.5000
329	134	1110	1.0000
330	134	627	0.6000
331	134	644	0.6000
332	135	644	1.0000
333	135	627	0.6000
334	135	1110	0.6000
335	136	493	1.0000
336	136	2959	0.6000
337	136	2960	0.6000
338	137	1827	1.0000
339	137	1287	0.6667
340	137	2362	0.6667
341	138	468	1.0000
342	138	125	0.6667
343	138	128	0.6667
344	139	627	1.0000
345	139	644	0.6000
346	139	1110	0.6000
347	140	194	1.0000
348	140	2656	0.5000
349	140	2963	0.3333
350	141	195	0.5000
351	141	2470	0.5000
352	141	2471	0.5000
353	142	523	1.0000
354	142	1782	0.5000
355	142	1995	0.5000
356	143	948	0.4000
357	143	1326	0.4000
358	143	863	0.3333
359	144	130	1.0000
360	144	133	0.6667
361	144	863	0.5000
362	145	230	0.5000
363	145	863	0.5000
364	145	14	0.3333
365	146	1026	0.5000
366	146	230	0.3333
367	146	863	0.3333
368	147	1904	0.5000
369	147	2857	0.4000
370	147	230	0.3333
371	148	2233	0.6667
372	148	2234	0.5000
373	148	2235	0.5000
374	149	2410	1.0000
375	149	1026	0.6667
376	149	1329	0.6667
377	150	230	1.0000
378	150	64	0.5000
379	150	68	0.5000
380	151	427	1.0000
381	152	432	1.0000
382	152	1145	0.5000
383	153	861	1.0000
384	153	1520	0.6667
385	153	1521	0.6667
386	154	1517	0.5000
387	154	362	0.3333
388	154	861	0.3333
389	155	205	0.5000
390	155	1517	0.5000
391	155	159	0.3333
392	156	1517	0.5000
393	156	362	0.3333
394	156	861	0.3333
395	157	1517	0.5000
396	157	160	0.3333
397	157	204	0.3333
398	158	2255	1.0000
399	158	1517	0.5000
400	158	362	0.3333
401	159	861	0.6667
402	159	1520	0.5000
403	159	1521	0.5000
404	160	1518	0.6667
405	160	1517	0.3333
406	161	1523	0.6667
407	161	1517	0.3333
408	163	134	1.0000
409	164	728	0.6667
410	164	2796	0.6667
411	164	733	0.5000
412	165	199	0.6667
413	165	692	0.5000
414	165	733	0.5000
415	166	200	1.0000
416	166	2602	0.7500
417	166	477	0.6667
418	167	201	1.0000
419	167	122	0.5000
420	167	203	0.5000
421	169	758	0.3333
422	170	217	1.0000
423	171	218	1.0000
424	172	219	1.0000
425	173	720	0.5000
426	173	36	0.3333
427	173	47	0.3333
428	174	161	1.0000
429	174	863	0.5000
430	174	1671	0.5000
431	175	162	1.0000
432	175	494	0.5000
433	175	495	0.5000
434	178	220	1.0000
435	178	3024	0.5000
436	178	3038	0.5000
437	179	3024	1.0000
438	179	220	0.5000
439	179	1313	0.3333
440	180	3038	1.0000
441	180	220	0.5000
442	180	3024	0.3333
443	181	547	0.6667
444	181	2969	0.5000
445	181	122	0.3333
446	183	209	1.0000
447	183	235	0.3333
448	183	1067	0.3333
449	184	205	0.5000
450	184	2815	0.4000
451	184	115	0.3333
452	185	1470	0.3333
453	185	1900	0.3333
454	185	2345	0.3333
455	186	406	0.3333
456	186	450	0.3333
457	186	909	0.3333
458	187	208	1.0000
459	187	1093	0.6667
460	187	1236	0.6667
461	188	1552	0.3333
462	188	1553	0.3333
463	189	1297	1.0000
464	189	975	0.3333
465	189	1159	0.3333
466	190	206	1.0000
467	191	554	1.0000
468	191	1095	0.6667
469	191	2862	0.6667
470	192	205	0.5000
471	192	159	0.3333
472	192	463	0.3333
473	193	936	1.0000
474	193	481	0.3333
475	193	1518	0.3333
476	195	548	0.6667
477	195	1440	0.6667
478	195	2209	0.6667
479	197	207	1.0000
480	197	1536	0.5000
481	197	2817	0.3333
482	198	2836	1.0000
483	198	205	0.5000
484	198	159	0.3333
485	199	117	0.3333
486	199	1536	0.3333
487	199	2836	0.3333
488	200	1470	0.3333
489	200	1900	0.3333
490	200	2345	0.3333
491	201	2556	0.5000
492	201	2836	0.3333
493	201	3133	0.3333
494	203	261	0.5000
495	205	204	1.0000
496	205	160	0.3333
497	205	464	0.3333
498	207	1156	1.0000
499	207	115	0.3333
500	207	117	0.3333
501	209	214	1.0000
502	209	374	0.3333
503	209	2351	0.3333
504	210	221	0.5000
505	212	426	0.6667
506	212	226	0.3333
507	212	443	0.3333
508	213	443	0.5000
509	213	227	0.3333
510	213	426	0.3333
511	214	426	1.0000
512	214	226	0.5000
513	214	391	0.3333
514	215	224	1.0000
515	215	609	0.6667
516	215	611	0.6667
517	216	226	1.0000
518	216	391	0.5000
519	216	423	0.5000
520	217	225	1.0000
521	217	2603	0.7500
522	217	477	0.6667
523	218	399	1.0000
524	218	2626	0.7500
525	218	477	0.6667
526	219	444	1.0000
527	219	443	0.5000
528	219	227	0.3333
529	220	639	0.6667
530	220	2961	0.5000
531	220	3052	0.5000
532	221	477	0.6667
533	221	200	0.5000
534	221	225	0.5000
535	222	486	1.0000
536	222	477	0.6667
537	222	200	0.5000
538	223	226	0.5000
539	223	391	0.3333
540	223	423	0.3333
541	224	516	1.0000
542	224	477	0.6667
543	224	200	0.5000
544	225	227	1.0000
545	225	443	0.5000
546	225	444	0.3333
547	226	3116	0.7500
548	226	3117	0.7500
549	226	226	0.3333
550	227	490	1.0000
551	227	671	0.6667
552	227	226	0.5000
553	228	490	0.6667
554	228	671	0.5000
555	228	3116	0.4000
556	229	513	0.6667
557	229	512	0.5000
558	229	628	0.5000
559	230	443	0.5000
560	230	116	0.3333
561	230	224	0.3333
562	231	223	1.0000
563	231	1318	0.4000
564	231	443	0.3333
565	232	513	1.0000
566	232	512	0.6667
567	232	628	0.6667
568	233	513	0.6667
569	233	512	0.5000
570	233	628	0.5000
571	234	2961	1.0000
572	234	513	0.6667
573	234	639	0.6667
574	235	157	1.0000
575	235	51	0.5000
576	235	65	0.5000
577	236	157	0.5000
578	236	51	0.3333
579	236	65	0.3333
580	237	1194	0.3333
581	237	1863	0.3333
582	237	1973	0.3333
583	238	158	0.5000
584	239	158	1.0000
585	239	1862	0.3333
586	240	653	0.3333
587	241	1863	1.0000
588	241	1194	0.3333
589	241	1864	0.3333
590	242	1193	1.0000
591	242	653	0.5000
592	242	49	0.3333
593	243	1327	0.3333
594	244	2561	1.0000
595	244	540	0.3333
596	244	541	0.3333
597	245	2218	1.0000
598	245	1832	0.5000
599	246	2535	1.0000
600	246	1833	0.5000
601	247	897	0.3333
602	247	899	0.3333
603	247	900	0.3333
604	248	2241	1.0000
605	248	2108	0.6667
606	248	2394	0.6667
607	249	2241	0.6667
608	249	2108	0.5000
609	249	2394	0.5000
610	250	2242	1.0000
611	250	653	0.5000
612	250	49	0.3333
613	251	602	0.3333
614	251	757	0.3333
615	251	761	0.3333
616	252	51	1.0000
617	252	1055	0.6667
618	252	157	0.5000
619	253	129	0.5000
620	253	193	0.3333
621	253	414	0.3333
622	254	166	0.3333
623	254	252	0.3333
624	254	606	0.3333
625	255	733	0.3333
626	255	913	0.3333
627	256	253	1.0000
628	256	472	0.5000
629	256	233	0.3333
630	257	157	0.5000
631	257	51	0.3333
632	257	65	0.3333
633	258	1057	1.0000
634	258	1792	0.5000
635	259	250	1.0000
636	260	164	1.0000
637	260	706	0.5000
638	260	1169	0.5000
639	261	393	1.0000
640	261	1169	0.6667
641	261	394	0.5000
642	262	110	1.0000
643	262	420	0.5000
644	262	2729	0.3333
645	263	111	1.0000
646	263	720	0.5000
647	263	36	0.3333
648	264	107	1.0000
649	264	618	0.5000
650	264	619	0.5000
651	265	108	1.0000
652	266	164	0.5000
653	266	863	0.5000
654	266	14	0.3333
655	267	437	1.0000
656	267	2948	0.5000
657	267	2949	0.5000
658	268	3105	1.0000
659	268	437	0.5000
660	268	733	0.5000
661	269	437	0.5000
662	269	2434	0.3333
663	269	2948	0.3333
664	270	164	0.5000
665	270	733	0.5000
666	270	197	0.3333
667	271	913	0.5000
668	271	184	0.3333
669	271	187	0.3333
670	272	461	1.0000
671	273	1703	1.0000
672	273	112	0.3333
673	273	1690	0.3333
674	274	466	0.5000
675	274	1770	0.5000
676	274	1771	0.5000
677	275	109	1.0000
678	275	1928	0.5000
679	275	2925	0.5000
680	276	2187	0.5000
681	276	434	0.3333
682	277	482	1.0000
683	277	483	0.3333
684	277	1964	0.3333
685	278	2187	0.5000
686	278	434	0.3333
687	279	505	1.0000
688	280	478	1.0000
689	280	1393	0.5000
690	282	187	0.3333
691	282	602	0.3333
692	282	757	0.3333
693	283	187	1.0000
694	283	2872	0.6667
695	283	913	0.5000
696	284	1922	1.0000
697	284	187	0.3333
698	284	1621	0.3333
699	285	2955	1.0000
700	285	187	0.3333
701	285	1600	0.3333
702	286	863	0.5000
703	286	14	0.3333
704	286	106	0.3333
705	287	481	0.6667
706	287	366	0.5000
707	287	226	0.3333
708	288	705	0.5000
709	288	631	0.3333
710	288	1970	0.3333
711	289	2936	1.0000
712	289	1061	0.3333
713	290	129	0.5000
714	290	193	0.3333
715	290	414	0.3333
716	291	129	0.3333
717	292	2028	0.6667
718	292	2031	0.6667
719	292	1689	0.5000
720	293	414	0.6667
721	293	517	0.6667
722	293	129	0.3333
723	294	414	1.0000
724	294	129	0.5000
725	294	193	0.3333
726	295	517	1.0000
727	295	129	0.5000
728	295	193	0.3333
729	296	1796	0.6667
730	296	3029	0.5000
731	296	129	0.3333
732	297	1796	0.6667
733	297	3029	0.5000
734	297	129	0.3333
735	298	1796	0.6667
736	298	3029	0.5000
737	298	129	0.3333
738	299	473	0.6667
739	299	474	0.6667
740	299	3092	0.4000
741	300	473	1.0000
742	300	129	0.5000
743	300	3097	0.5000
744	301	474	1.0000
745	301	129	0.5000
746	301	3092	0.5000
747	302	2053	1.0000
748	302	579	0.5000
749	302	919	0.5000
750	303	919	1.0000
751	303	3077	1.0000
752	303	3088	0.6667
753	304	579	1.0000
754	304	3076	1.0000
755	304	580	0.6667
756	305	129	0.3333
757	305	192	0.3333
758	306	1061	1.0000
759	306	2936	0.3333
760	307	642	1.0000
761	307	419	0.5000
762	307	467	0.5000
763	308	642	0.5000
764	308	419	0.3333
765	308	467	0.3333
766	309	419	1.0000
767	309	642	0.5000
768	309	28	0.3333
769	310	467	1.0000
770	310	642	0.5000
771	310	419	0.3333
772	311	571	1.0000
773	311	642	0.5000
774	311	419	0.3333
775	312	519	1.0000
776	312	642	0.5000
777	312	29	0.3333
778	313	503	1.0000
779	313	2945	0.5000
780	313	3034	0.5000
781	317	722	1.0000
782	317	950	0.5000
783	317	976	0.5000
784	318	722	0.5000
785	318	950	0.3333
786	318	976	0.3333
787	319	722	0.5000
788	319	950	0.3333
789	319	976	0.3333
790	320	722	0.5000
791	320	233	0.3333
792	320	736	0.3333
793	321	141	1.0000
794	321	916	0.6667
795	321	311	0.5000
796	322	2756	1.0000
797	322	141	0.3333
798	322	176	0.3333
799	323	176	0.6667
800	323	715	0.5000
801	324	561	1.0000
802	324	165	0.6667
803	324	446	0.6667
804	325	501	1.0000
805	325	716	0.6667
806	325	1805	0.6667
807	326	460	1.0000
808	326	142	0.5000
809	326	149	0.5000
810	327	969	1.0000
811	327	138	0.3333
812	327	406	0.3333
813	328	138	1.0000
814	328	1205	0.5000
815	328	608	0.3333
816	329	2746	1.0000
817	330	672	0.3333
818	330	1485	0.3333
819	331	142	1.0000
820	331	460	0.5000
821	331	149	0.3333
822	332	144	1.0000
823	333	145	1.0000
824	333	42	0.5000
825	333	45	0.5000
826	334	153	1.0000
827	335	149	1.0000
828	335	460	0.5000
829	335	142	0.3333
830	336	41	1.0000
831	336	1433	0.3333
832	336	1452	0.3333
833	337	150	1.0000
834	337	2454	0.5000
835	338	151	1.0000
836	339	184	0.3333
837	339	406	0.3333
838	339	450	0.3333
839	340	1493	1.0000
840	341	1	1.0000
841	341	4	0.5000
842	341	7	0.5000
843	342	2956	0.6667
844	342	434	0.5000
845	342	184	0.3333
846	344	189	1.0000
847	344	15	0.6667
848	344	690	0.6667
849	345	185	1.0000
850	345	9	0.5000
851	345	1024	0.5000
852	346	256	1.0000
853	346	1081	0.5000
854	346	1133	0.5000
855	347	1575	1.0000
856	347	2951	0.3333
857	347	2972	0.3333
858	348	1899	0.5000
859	348	2952	0.3333
860	348	2973	0.3333
861	349	484	1.0000
862	349	2875	0.5000
863	349	20	0.3333
864	350	152	1.0000
865	350	28	0.5000
866	350	29	0.5000
867	351	154	1.0000
868	351	35	0.5000
869	351	36	0.5000
870	352	139	1.0000
871	352	403	0.6667
872	352	424	0.6667
873	353	1272	1.0000
874	353	653	0.5000
875	353	49	0.3333
876	354	177	0.5000
877	354	99	0.3333
878	354	100	0.3333
879	355	1540	1.0000
880	355	1214	0.6667
881	355	1755	0.6667
882	356	155	1.0000
883	356	1785	0.5000
884	356	1789	0.5000
885	357	155	0.3333
886	358	2947	1.0000
887	358	1760	0.6667
888	358	2198	0.6667
889	359	1760	1.0000
890	359	2947	0.6667
891	359	2198	0.5000
892	360	2947	0.6667
893	360	769	0.5000
894	360	1760	0.5000
895	361	2198	1.0000
896	361	2947	0.6667
897	361	1760	0.5000
898	362	2947	0.6667
899	362	1760	0.5000
900	362	2198	0.5000
901	363	2947	0.6667
902	363	1760	0.5000
903	363	2198	0.5000
904	364	155	0.5000
905	364	1785	0.3333
906	364	1789	0.3333
907	365	155	0.5000
908	365	1542	0.3333
909	365	1785	0.3333
910	366	178	1.0000
911	366	2609	0.5000
912	366	2610	0.5000
913	367	178	0.5000
914	367	637	0.3333
915	367	2609	0.3333
916	368	178	0.5000
917	368	602	0.3333
918	368	757	0.3333
919	369	178	0.3333
920	369	653	0.3333
921	370	178	0.5000
922	370	205	0.5000
923	370	159	0.3333
924	371	178	0.5000
925	371	160	0.3333
926	371	204	0.3333
927	372	178	0.5000
928	372	489	0.5000
929	372	604	0.3333
930	373	726	1.0000
931	373	1241	0.5000
932	373	1691	0.5000
933	374	2173	1.0000
934	374	463	0.3333
935	374	464	0.3333
936	375	2883	1.0000
937	375	2884	0.6667
938	375	2882	0.5000
939	376	179	1.0000
940	376	2921	0.5000
941	376	2924	0.5000
942	377	180	1.0000
943	377	1416	0.5000
944	377	1837	0.5000
945	378	177	0.5000
946	378	99	0.3333
947	378	100	0.3333
948	379	165	1.0000
949	379	718	0.7500
950	379	561	0.6667
951	380	81	1.0000
952	380	1497	0.5000
953	381	165	0.5000
954	381	718	0.4000
955	381	863	0.3333
956	382	167	1.0000
957	382	1340	0.5000
958	382	1764	0.5000
959	385	81	0.5000
960	385	1330	0.3333
961	385	1497	0.3333
962	386	334	0.5000
963	387	168	1.0000
964	387	93	0.5000
965	387	169	0.5000
966	388	86	1.0000
967	388	1070	0.3333
968	388	1462	0.3333
969	389	87	1.0000
970	390	84	0.5000
971	390	2533	0.3333
972	390	2838	0.3333
973	391	2533	0.3333
974	391	2995	0.3333
975	392	170	1.0000
976	392	1009	0.3333
977	392	2112	0.3333
978	393	171	1.0000
979	394	446	1.0000
980	394	717	0.7500
981	394	561	0.6667
982	395	97	1.0000
983	395	1094	0.5000
984	395	1324	0.5000
985	396	653	0.5000
986	396	49	0.3333
987	396	123	0.3333
988	397	446	0.5000
989	397	717	0.4000
990	397	863	0.3333
991	398	863	0.5000
992	398	14	0.3333
993	398	106	0.3333
994	399	2981	0.6667
995	399	863	0.5000
996	399	14	0.3333
997	400	863	0.5000
998	400	14	0.3333
999	400	106	0.3333
1000	401	863	0.3333
1001	402	173	1.0000
1002	402	2980	0.6667
1003	402	3033	0.6667
1004	403	863	0.5000
1005	403	14	0.3333
1006	403	106	0.3333
1007	404	172	0.5000
1008	404	95	0.3333
1009	404	96	0.3333
1010	405	94	1.0000
1011	405	1415	0.5000
1012	405	1836	0.5000
1013	406	172	1.0000
1014	406	95	0.5000
1015	406	96	0.5000
1016	407	506	1.0000
1017	408	508	1.0000
1018	408	2892	0.6667
1019	408	2979	0.6667
1020	409	175	1.0000
1021	409	1343	0.5000
1022	409	2184	0.5000
1023	410	725	1.0000
1024	410	1682	0.3333
1025	410	2883	0.3333
1026	411	533	1.0000
1027	411	2912	0.6667
1028	412	183	1.0000
1029	413	228	1.0000
1030	413	854	0.5000
1031	413	1022	0.5000
1032	414	141	0.3333
1033	414	176	0.3333
1034	414	303	0.3333
1035	415	959	1.0000
1036	415	653	0.5000
1037	415	2863	0.5000
1038	416	960	1.0000
1039	416	303	0.3333
1040	416	585	0.3333
1041	417	303	0.3333
1042	417	452	0.3333
1043	417	585	0.3333
1044	418	681	1.0000
1045	418	2864	0.3333
1046	418	2886	0.3333
1047	419	1621	0.3333
1048	419	1673	0.3333
1049	419	1922	0.3333
1050	420	410	1.0000
1051	420	2182	0.5000
1052	420	2451	0.5000
1053	421	2182	1.0000
1054	421	2808	0.6667
1055	421	410	0.5000
1056	422	2451	1.0000
1057	422	2452	0.6667
1058	422	410	0.5000
1059	423	1762	1.0000
1060	423	2810	0.6667
1061	423	2864	0.6667
1062	424	2200	1.0000
1063	424	2809	0.6667
1064	424	2886	0.6667
1065	425	2809	0.7500
1066	425	61	0.6000
1067	425	1812	0.6000
1068	426	2809	0.7500
1069	426	61	0.6000
1070	426	1812	0.6000
1071	427	2809	0.7500
1072	427	61	0.6000
1073	427	1812	0.6000
1074	428	61	1.0000
1075	428	2809	0.7500
1076	428	1812	0.6000
1077	429	485	1.0000
1078	429	2267	0.5000
1079	429	52	0.3333
1080	430	188	1.0000
1081	431	2014	0.5000
1082	431	2569	0.5000
1083	432	2869	0.5000
1084	432	404	0.3333
1085	432	501	0.3333
1086	433	2869	0.7500
1087	433	1803	0.5000
1088	433	1805	0.5000
1089	434	409	1.0000
1090	434	59	0.5000
1091	434	640	0.5000
1092	435	1791	1.0000
1093	435	409	0.5000
1094	435	59	0.3333
1095	436	59	1.0000
1096	436	1763	0.6667
1097	436	2203	0.6667
1098	437	2240	1.0000
1099	437	409	0.5000
1100	437	59	0.3333
1101	438	409	0.5000
1102	438	59	0.3333
1103	438	640	0.3333
1104	439	191	1.0000
1105	439	663	0.5000
1106	439	2901	0.5000
1107	440	2528	0.5000
1108	440	2530	0.5000
1109	440	2869	0.4000
1110	441	186	1.0000
1111	441	2874	0.5000
1112	441	22	0.3333
1113	442	1755	0.5000
1114	442	2677	0.3333
1115	442	2679	0.3333
1116	443	2414	0.3333
1117	446	491	0.5000
1118	447	491	0.6667
1119	447	913	0.3333
1120	448	2193	0.5000
1121	448	2678	0.3333
1122	448	2680	0.3333
1123	449	1336	1.0000
1124	449	722	0.5000
1125	449	950	0.3333
1126	450	1667	0.6667
1127	450	722	0.5000
1128	450	1524	0.5000
1129	451	722	0.3333
1130	452	3122	1.0000
1131	452	3082	0.7500
1132	452	3027	0.5000
1133	453	3123	1.0000
1134	453	3081	0.7500
1135	453	3027	0.5000
1136	454	3124	1.0000
1137	454	3080	0.7500
1138	454	3027	0.5000
1139	455	3125	1.0000
1140	455	3079	0.7500
1141	455	3027	0.5000
1142	456	3126	1.0000
1143	456	3078	0.7500
1144	456	3027	0.5000
1145	457	2260	1.0000
1146	457	722	0.5000
1147	457	907	0.5000
1148	458	2581	1.0000
1149	458	722	0.5000
1150	458	950	0.3333
1151	459	1138	0.6667
1152	459	722	0.3333
1153	460	722	0.3333
1154	461	976	1.0000
1155	461	722	0.5000
1156	461	950	0.3333
1157	462	1666	0.6667
1158	462	722	0.5000
1159	462	1443	0.5000
1160	463	3127	1.0000
1161	463	3083	0.7500
1162	463	3026	0.5000
1163	464	3128	1.0000
1164	464	3084	0.7500
1165	464	3026	0.5000
1166	465	3129	1.0000
1167	465	3085	0.7500
1168	465	3026	0.5000
1169	466	3130	1.0000
1170	466	3086	0.7500
1171	466	3026	0.5000
1172	467	3131	1.0000
1173	467	3087	0.7500
1174	467	3026	0.5000
1175	468	1551	1.0000
1176	468	722	0.5000
1177	468	950	0.3333
1178	469	1696	1.0000
1179	469	722	0.5000
1180	469	950	0.3333
1181	470	132	0.5000
1182	471	232	0.6667
1183	471	1111	0.5000
1184	471	2576	0.5000
1185	472	941	1.0000
1186	472	942	0.6667
1187	472	395	0.5000
1188	473	395	0.5000
1189	473	941	0.3333
1190	473	1031	0.3333
1191	474	395	0.5000
1192	474	941	0.3333
1193	474	1043	0.3333
1194	475	395	0.3333
1195	476	395	0.3333
1196	477	395	0.3333
1197	478	535	1.0000
1198	478	1436	0.7500
1199	478	1601	0.7500
1200	479	536	1.0000
1201	479	2401	0.7500
1202	479	537	0.6667
1203	480	1313	0.3333
1204	480	3024	0.3333
1205	481	696	0.3333
1206	482	696	0.3333
1207	483	1333	0.6667
1208	483	136	0.3333
